entry_date,entry_price,exit_date,exit_price,return,capital_after,hold_days
2011-03-16,0.3722640732005823,2013-05-17,0.748895525932312,2.0117319393558404,201.17319393558404,793
2014-10-15,1.355899218826492,2017-01-06,2.746284484863281,2.025434078529925,407.46304268384154,814
2018-02-08,5.954453473510463,2020-01-17,11.927175521850586,2.003068052326033,816.1762033035618,708
2020-02-27,9.825889505285168,2020-09-01,20.26545143127441,2.0624546429485076,1683.3263999675162,187
2022-04-29,19.288832142217387,2024-07-03,38.96882247924805,2.020278998330705,3400.7889731900054,796
2025-04-03,26.03299001876715,2025-09-22,52.14200210571289,2.0029202203866627,6811.508999670258,172
